clipFilename,start,dur,itemId,itemFilename,itemUrl,itemTitle
2670_fma-164754_001_00-03-37.wav,217583,1927,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_002_00-03-39.wav,219510,197,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_003_00-03-39.wav,219707,93,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_004_00-03-39.wav,219800,360,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_005_00-03-40.wav,220160,267,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_006_00-03-40.wav,220427,186,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_007_00-03-40.wav,220613,441,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_008_00-03-41.wav,221054,940,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_009_00-03-41.wav,221994,569,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_010_00-03-42.wav,222563,569,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_011_00-03-43.wav,223132,708,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_012_00-03-43.wav,223840,93,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_013_00-03-43.wav,223980,116,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_014_00-03-44.wav,224096,139,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_015_00-03-44.wav,224235,1138,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2670_fma-164754_016_00-03-45.wav,225373,441,fma-164754,fma-164754.mp3,https://www.loc.gov/item/lcwaN0026492/,2670
2671_fma-164755_001_00-00-02.wav,2276,81,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_002_00-00-02.wav,2786,151,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_003_00-00-03.wav,3007,104,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_004_00-00-03.wav,3111,128,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_005_00-00-03.wav,3239,209,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_006_00-00-03.wav,3448,186,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_007_00-00-03.wav,3634,429,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_008_00-00-04.wav,4063,140,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_009_00-00-04.wav,4203,104,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_010_00-00-04.wav,4307,151,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_011_00-00-04.wav,4505,127,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_012_00-00-04.wav,4632,175,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_013_00-00-04.wav,4807,150,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_014_00-00-04.wav,4957,186,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_015_00-00-05.wav,5190,197,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
2671_fma-164755_016_00-00-05.wav,5387,128,fma-164755,fma-164755.mp3,https://www.loc.gov/item/lcwaN0026492/,2671
A-Christmas-adventure-Part-2_fma-184032_001_00-00-08.wav,8928,151,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_002_00-00-09.wav,9079,151,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_003_00-00-09.wav,9230,139,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_004_00-00-09.wav,9369,93,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_005_00-00-09.wav,9462,174,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_006_00-00-09.wav,9636,116,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_007_00-00-09.wav,9752,163,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_008_00-00-09.wav,9915,104,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_009_00-00-10.wav,10019,117,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_010_00-00-10.wav,10136,174,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_011_00-00-10.wav,10310,151,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_012_00-00-10.wav,10461,104,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_013_00-00-10.wav,10565,151,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_014_00-00-10.wav,10716,151,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_015_00-00-10.wav,10867,104,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Christmas-adventure-Part-2_fma-184032_016_00-00-10.wav,10971,163,fma-184032,fma-184032.mp3,https://www.loc.gov/item/lcwaN0026492/,A Christmas adventure (Part 2)
A-Good-Start_fma-182157_001_00-00-02.wav,2810,162,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_002_00-00-02.wav,2972,209,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_003_00-00-03.wav,3181,430,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_004_00-00-03.wav,3611,139,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_005_00-00-03.wav,3808,372,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_006_00-00-04.wav,4180,127,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_007_00-00-04.wav,4377,174,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_008_00-00-04.wav,4551,221,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_009_00-00-04.wav,4772,197,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_010_00-00-04.wav,4969,151,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_011_00-00-05.wav,5120,186,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_012_00-00-05.wav,5352,198,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_013_00-00-05.wav,5550,162,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_014_00-00-05.wav,5747,151,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_015_00-00-05.wav,5956,151,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_016_00-00-06.wav,6165,162,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_017_00-00-07.wav,7535,360,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_018_00-00-07.wav,7895,162,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_019_00-00-08.wav,8115,325,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_020_00-00-08.wav,8440,221,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_021_00-00-08.wav,8707,140,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_022_00-00-08.wav,8905,116,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_023_00-00-09.wav,9091,127,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_024_00-00-09.wav,9218,82,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_025_00-00-09.wav,9300,127,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_026_00-00-09.wav,9474,371,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_027_00-00-09.wav,9845,163,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_028_00-00-10.wav,10077,372,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_029_00-00-10.wav,10449,197,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_030_00-00-10.wav,10646,163,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_031_00-00-10.wav,10809,81,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_032_00-00-10.wav,10890,116,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_033_00-00-18.wav,18831,360,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_034_00-00-19.wav,19191,198,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_035_00-00-19.wav,19435,383,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_036_00-00-19.wav,19818,128,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_037_00-00-19.wav,19946,81,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_038_00-00-20.wav,20027,360,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_039_00-00-20.wav,20387,174,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_040_00-00-20.wav,20619,140,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_041_00-00-20.wav,20759,232,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_042_00-00-20.wav,20991,162,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_043_00-00-21.wav,21153,256,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_044_00-00-21.wav,21409,139,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_045_00-00-21.wav,21583,151,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_046_00-00-21.wav,21734,220,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_047_00-00-21.wav,21954,395,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
A-Good-Start_fma-182157_048_00-00-22.wav,22396,151,fma-182157,fma-182157.mp3,https://www.loc.gov/item/lcwaN0026492/,A Good Start
